"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Овощи и фрукты,Овощи и фрукты 302,0.16479,0.08600,0.07879,0.00,100.74,C
Молочные продукты,Молочные продукты 496,0.44309,0.36499,0.07810,0.00,100.75,C
Молочные продукты,Молочные продукты 143,0.21297,0.13560,0.07737,0.00,100.75,C
Молочные продукты,Молочные продукты 388,0.47887,0.40194,0.07693,0.00,100.75,C
Молочные продукты,Молочные продукты 482,0.39994,0.32326,0.07668,0.00,100.75,C
Мясо и мясопродукты,Мясо и мясопродукты 229,0.13259,0.05655,0.07604,0.00,100.76,C
Мясо и мясопродукты,Мясо и мясопродукты 153,0.13881,0.06298,0.07583,0.00,100.76,C
Овощи и фрукты,Овощи и фрукты 150,0.14091,0.06675,0.07416,0.00,100.76,C
Молочные продукты,Молочные продукты 335,0.32795,0.25460,0.07335,0.00,100.77,C
Молочные продукты,Молочные продукты 94,0.23995,0.16723,0.07272,0.00,100.77,C
Мясо и мясопродукты,Мясо и мясопродукты 168,0.23435,0.16175,0.07260,0.00,100.77,C
Молочные продукты,Молочные продукты 483,0.39494,0.32328,0.07166,0.00,100.77,C
Мясо и мясопродукты,Мясо и мясопродукты 129,0.22038,0.14876,0.07162,0.00,100.78,C
Молочные продукты,Молочные продукты 216,0.41989,0.34944,0.07045,0.00,100.78,C
Молочные продукты,Молочные продукты 144,0.17796,0.10780,0.07016,0.00,100.78,C
Молочные продукты,Молочные продукты 251,0.40797,0.33900,0.06897,0.00,100.78,C
Овощи и фрукты,Овощи и фрукты 223,0.17554,0.10820,0.06734,0.00,100.79,C
Мясо и мясопродукты,Мясо и мясопродукты 76,0.49148,0.42500,0.06648,0.00,100.79,C
Овощи и фрукты,Овощи и фрукты 122,0.15708,0.09200,0.06508,0.00,100.79,C
Мясо и мясопродукты,Мясо и мясопродукты 474,0.39242,0.32805,0.06437,0.00,100.79,C
Молочные продукты,Молочные продукты 407,0.21893,0.15462,0.06431,0.00,100.80,C
Производство,Производство 70,0.12897,0.06480,0.06417,0.00,100.80,C
Молочные продукты,Молочные продукты 38,0.54395,0.47992,0.06403,0.00,100.80,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 326,0.33657,0.27300,0.06357,0.00,100.80,C
Молочные продукты,Молочные продукты 112,0.18796,0.12588,0.06208,0.00,100.81,C
Мясо и мясопродукты,Мясо и мясопродукты 279,0.14799,0.08650,0.06149,0.00,100.81,C
Молочные продукты,Молочные продукты 162,0.13793,0.07700,0.06093,0.00,100.81,C
Овощи и фрукты,Овощи и фрукты 149,0.16299,0.10221,0.06078,0.00,100.81,C
Молочные продукты,Молочные продукты 161,0.17691,0.11646,0.06045,0.00,100.81,C
Овощи и фрукты,Овощи и фрукты 179,0.47793,0.42000,0.05793,0.00,100.82,C
Молочные продукты,Молочные продукты 9,0.52138,0.46468,0.05670,0.00,100.82,C
Молочные продукты,Молочные продукты 133,0.23100,0.17844,0.05256,0.00,100.82,C
Овощи и фрукты,Овощи и фрукты 152,0.12599,0.07438,0.05161,0.00,100.82,C
Производство,Производство 8,0.15589,0.10450,0.05139,0.00,100.82,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 59,0.23826,0.18697,0.05129,0.00,100.83,C
Молочные продукты,Молочные продукты 369,0.70025,0.64907,0.05118,0.00,100.83,C
Молочные продукты,Молочные продукты 384,0.34596,0.29550,0.05046,0.00,100.83,C
Производство,Производство 25,0.13088,0.08090,0.04998,0.00,100.83,C
Овощи и фрукты,Овощи и фрукты 198,0.18956,0.14000,0.04956,0.00,100.83,C
Молочные продукты,Молочные продукты 72,0.22895,0.18015,0.04880,0.00,100.84,C
Производство,Производство 49,0.24489,0.19657,0.04832,0.00,100.84,C
Овощи и фрукты,Овощи и фрукты 320,0.17397,0.12600,0.04797,0.00,100.84,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 289,0.36595,0.31950,0.04645,0.00,100.84,C
Молочные продукты,Молочные продукты 93,0.16747,0.12161,0.04586,0.00,100.84,C
Мясо и мясопродукты,Мясо и мясопродукты 490,0.11599,0.07020,0.04579,0.00,100.84,C
Мясо и мясопродукты,Мясо и мясопродукты 113,0.11564,0.07072,0.04492,0.00,100.85,C
Мясо и мясопродукты,Мясо и мясопродукты 358,0.13899,0.09450,0.04449,0.00,100.85,C
Молочные продукты,Молочные продукты 219,0.26593,0.22238,0.04355,0.00,100.85,C
Овощи и фрукты,Овощи и фрукты 234,0.11998,0.07728,0.04270,0.00,100.85,C
Овощи и фрукты,Овощи и фрукты 12,0.17239,0.13000,0.04239,0.00,100.85,C
Овощи и фрукты,Овощи и фрукты 300,0.09699,0.05697,0.04002,0.00,100.85,C
Овощи и фрукты,Овощи и фрукты 224,0.24960,0.21000,0.03960,0.00,100.86,C
Овощи и фрукты,Овощи и фрукты 100,0.11682,0.07850,0.03832,0.00,100.86,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 246,0.17192,0.13600,0.03592,0.00,100.86,C
Молочные продукты,Молочные продукты 590,1.38339,1.34763,0.03576,0.00,100.86,C
Молочные продукты,Молочные продукты 354,0.15401,0.11880,0.03521,0.00,100.86,C
Овощи и фрукты,Овощи и фрукты 348,0.17542,0.14061,0.03481,0.00,100.86,C
Молочные продукты,Молочные продукты 318,0.08099,0.05100,0.02999,0.00,100.86,C
Молочные продукты,Молочные продукты 603,1.03854,1.00947,0.02907,0.00,100.86,C
Мясо и мясопродукты,Мясо и мясопродукты 487,0.06499,0.03604,0.02895,0.00,100.87,C
Овощи и фрукты,Овощи и фрукты 77,0.17398,0.14682,0.02716,0.00,100.87,C
Молочные продукты,Молочные продукты 336,0.15598,0.12932,0.02666,0.00,100.87,C
Производство,Производство 27,0.11893,0.09261,0.02632,0.00,100.87,C
Мясо и мясопродукты,Мясо и мясопродукты 38,4.81547,4.79024,0.02523,0.00,100.87,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 77,0.12073,0.09600,0.02473,0.00,100.87,C
Молочные продукты,Молочные продукты 320,0.12398,0.09976,0.02422,0.00,100.87,C
Производство,Производство 92,0.05998,0.03660,0.02338,0.00,100.87,C
Молочные продукты,Молочные продукты 312,0.11998,0.09668,0.02330,0.00,100.87,C
Мясо и мясопродукты,Мясо и мясопродукты 508,0.10460,0.08303,0.02157,0.00,100.87,C
Молочные продукты,Молочные продукты 89,0.07198,0.05046,0.02152,0.00,100.87,C
Производство,Производство 57,0.15799,0.13793,0.02006,0.00,100.88,C
Молочные продукты,Молочные продукты 96,0.04899,0.03040,0.01859,0.00,100.88,C
Производство,Производство 10,0.06199,0.04565,0.01634,0.00,100.88,C
Молочные продукты,Молочные продукты 88,0.03324,0.01744,0.01580,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 309,0.02899,0.01500,0.01399,0.00,100.88,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 78,0.06096,0.04800,0.01296,0.00,100.88,C
Молочные продукты,Молочные продукты 87,0.03499,0.02524,0.00975,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 328,0.41780,0.40880,0.00900,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 326,0.11407,0.10584,0.00823,0.00,100.88,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 109,0.08034,0.07310,0.00724,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 82,0.02089,0.01950,0.00139,0.00,100.88,C
Молочные продукты,Молочные продукты 242,0.00000,0.00000,0.00000,0.00,100.88,C
Молочные продукты,Молочные продукты 294,0.00000,0.00000,0.00000,0.00,100.88,C
Молочные продукты,Молочные продукты 605,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 157,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 163,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 215,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 291,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 3,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 463,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 7,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 126,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 156,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 173,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 174,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 188,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 257,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 286,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 295,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 340,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 356,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 69,0.00000,0.00000,0.00000,0.00,100.88,C
Овощи и фрукты,Овощи и фрукты 70,0.00000,0.00000,0.00000,0.00,100.88,C
Мясо и мясопродукты,Мясо и мясопродукты 480,44.68540,44.76055,-0.07515,0.00,100.88,C
Молочные продукты,Молочные продукты 37,0.48942,0.59990,-0.11048,0.00,100.87,C
Мясо и мясопродукты,Мясо и мясопродукты 37,8.62275,8.80222,-0.17947,-0.01,100.87,C
Овощи и фрукты,Овощи и фрукты 347,1.52026,1.74304,-0.22278,-0.01,100.86,C
Мясо и мясопродукты,Мясо и мясопродукты 478,265.11278,265.36772,-0.25494,-0.01,100.85,C
Мясо и мясопродукты,Мясо и мясопродукты 325,6.85885,7.25791,-0.39906,-0.01,100.83,C
Мясо и мясопродукты,Мясо и мясопродукты 39,15.78736,16.57560,-0.78824,-0.03,100.80,C
Овощи и фрукты,Овощи и фрукты 144,1.90075,2.76696,-0.86621,-0.03,100.77,C
Мясо и мясопродукты,Мясо и мясопродукты 324,29.37558,30.74527,-1.36969,-0.05,100.72,C
Мясо и мясопродукты,Мясо и мясопродукты 326,12.95649,14.46312,-1.50663,-0.06,100.67,C
Мясо и мясопродукты,Мясо и мясопродукты 340,110.52545,114.58410,-4.05865,-0.15,100.51,C
Овощи и фрукты,Овощи и фрукты 323,219.03266,232.87303,-13.84037,-0.51,100.00,C
