"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Молочные продукты,Молочные продукты 715,1.60088,1.28628,0.31460,0.01,98.58,C
Молочные продукты,Молочные продукты 550,1.63578,1.32172,0.31406,0.01,98.59,C
Молочные продукты,Молочные продукты 537,4.91294,4.59940,0.31354,0.01,98.60,C
Молочные продукты,Молочные продукты 497,1.42805,1.11452,0.31353,0.01,98.61,C
Молочные продукты,Молочные продукты 145,0.76470,0.45160,0.31310,0.01,98.63,C
Мясо и мясопродукты,Мясо и мясопродукты 131,0.71639,0.40362,0.31277,0.01,98.64,C
Молочные продукты,Молочные продукты 677,1.66998,1.35730,0.31268,0.01,98.65,C
Овощи и фрукты,Овощи и фрукты 306,0.55235,0.23976,0.31259,0.01,98.66,C
Мясо и мясопродукты,Мясо и мясопродукты 278,0.70432,0.39200,0.31232,0.01,98.67,C
Молочные продукты,Молочные продукты 720,1.55543,1.24352,0.31191,0.01,98.68,C
Мясо и мясопродукты,Мясо и мясопродукты 263,0.80490,0.49380,0.31110,0.01,98.70,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 48,1.49059,1.18080,0.30979,0.01,98.71,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 81,0.97507,0.66564,0.30943,0.01,98.72,C
Молочные продукты,Молочные продукты 641,1.13843,0.82944,0.30899,0.01,98.73,C
Молочные продукты,Молочные продукты 375,0.65382,0.34614,0.30768,0.01,98.74,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 18,1.36819,1.06200,0.30619,0.01,98.75,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 74,0.93426,0.63000,0.30426,0.01,98.76,C
Молочные продукты,Молочные продукты 351,1.75928,1.45517,0.30411,0.01,98.78,C
Молочные продукты,Молочные продукты 398,1.24588,0.94216,0.30372,0.01,98.79,C
Мясо и мясопродукты,Мясо и мясопродукты 363,0.77095,0.46800,0.30295,0.01,98.80,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 247,1.39228,1.08951,0.30277,0.01,98.81,C
Овощи и фрукты,Овощи и фрукты 310,0.93268,0.63000,0.30268,0.01,98.82,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 222,1.66388,1.36356,0.30032,0.01,98.83,C
Молочные продукты,Молочные продукты 54,0.74821,0.44990,0.29831,0.01,98.84,C
Мясо и мясопродукты,Мясо и мясопродукты 517,1.07090,0.77280,0.29810,0.01,98.85,C
Молочные продукты,Молочные продукты 346,1.57238,1.27511,0.29727,0.01,98.86,C
Овощи и фрукты,Овощи и фрукты 298,0.84213,0.54516,0.29697,0.01,98.88,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 8,1.01739,0.72046,0.29693,0.01,98.89,C
Овощи и фрукты,Овощи и фрукты 66,1.02099,0.72462,0.29637,0.01,98.90,C
Мясо и мясопродукты,Мясо и мясопродукты 398,0.74119,0.44526,0.29593,0.01,98.91,C
Мясо и мясопродукты,Мясо и мясопродукты 283,0.75283,0.45696,0.29587,0.01,98.92,C
Овощи и фрукты,Овощи и фрукты 184,0.65266,0.35790,0.29476,0.01,98.93,C
Молочные продукты,Молочные продукты 622,0.82693,0.53361,0.29332,0.01,98.94,C
Молочные продукты,Молочные продукты 341,2.25208,1.96046,0.29162,0.01,98.95,C
Овощи и фрукты,Овощи и фрукты 175,0.74615,0.45500,0.29115,0.01,98.96,C
Молочные продукты,Молочные продукты 27,1.42071,1.12957,0.29114,0.01,98.97,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 84,0.86856,0.57798,0.29058,0.01,98.99,C
Молочные продукты,Молочные продукты 408,0.83359,0.54530,0.28829,0.01,99.00,C
Мясо и мясопродукты,Мясо и мясопродукты 493,1.13842,0.85050,0.28792,0.01,99.01,C
Овощи и фрукты,Овощи и фрукты 92,0.59416,0.30669,0.28747,0.01,99.02,C
Мясо и мясопродукты,Мясо и мясопродукты 397,0.87934,0.59327,0.28607,0.01,99.03,C
Молочные продукты,Молочные продукты 115,1.16271,0.87908,0.28363,0.01,99.04,C
Производство,Производство 104,0.63854,0.35613,0.28241,0.01,99.05,C
Овощи и фрукты,Овощи и фрукты 341,0.77990,0.49818,0.28172,0.01,99.06,C
Овощи и фрукты,Овощи и фрукты 56,0.73666,0.45600,0.28066,0.01,99.07,C
Производство,Производство 90,1.52039,1.24032,0.28007,0.01,99.08,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 322,1.12523,0.84600,0.27923,0.01,99.09,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 37,1.21657,0.93767,0.27890,0.01,99.10,C
Мясо и мясопродукты,Мясо и мясопродукты 479,76.53159,76.25272,0.27887,0.01,99.11,C
Молочные продукты,Молочные продукты 325,1.40156,1.12281,0.27875,0.01,99.12,C
Молочные продукты,Молочные продукты 222,1.38981,1.11205,0.27776,0.01,99.13,C
Молочные продукты,Молочные продукты 754,1.46399,1.18668,0.27731,0.01,99.14,C
Молочные продукты,Молочные продукты 733,1.11775,0.84085,0.27690,0.01,99.15,C
Мясо и мясопродукты,Мясо и мясопродукты 346,0.96799,0.69252,0.27547,0.01,99.16,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 202,1.12572,0.85148,0.27424,0.01,99.17,C
Молочные продукты,Молочные продукты 202,2.04000,1.76579,0.27421,0.01,99.18,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 16,1.01625,0.74259,0.27366,0.01,99.19,C
Овощи и фрукты,Овощи и фрукты 195,0.72276,0.44996,0.27280,0.01,99.20,C
Молочные продукты,Молочные продукты 208,0.76386,0.49364,0.27022,0.01,99.21,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 162,1.20198,0.93180,0.27018,0.01,99.22,C
Мясо и мясопродукты,Мясо и мясопродукты 339,27.17725,26.90720,0.27005,0.01,99.23,C
Производство,Производство 84,0.67047,0.40044,0.27003,0.01,99.24,C
Молочные продукты,Молочные продукты 186,1.51364,1.24520,0.26844,0.01,99.25,C
Молочные продукты,Молочные продукты 131,1.24978,0.98142,0.26836,0.01,99.26,C
Овощи и фрукты,Овощи и фрукты 277,1.01591,0.74970,0.26621,0.01,99.27,C
Овощи и фрукты,Овощи и фрукты 50,0.63361,0.36800,0.26561,0.01,99.28,C
Молочные продукты,Молочные продукты 309,1.36584,1.10259,0.26325,0.01,99.29,C
Молочные продукты,Молочные продукты 91,0.78451,0.52163,0.26288,0.01,99.30,C
Мясо и мясопродукты,Мясо и мясопродукты 427,0.49797,0.23595,0.26202,0.01,99.31,C
Молочные продукты,Молочные продукты 339,0.77575,0.51570,0.26005,0.01,99.32,C
Молочные продукты,Молочные продукты 669,0.49980,0.24000,0.25980,0.01,99.33,C
Молочные продукты,Молочные продукты 342,1.59142,1.33217,0.25925,0.01,99.34,C
Молочные продукты,Молочные продукты 462,2.04914,1.79238,0.25676,0.01,99.35,C
Молочные продукты,Молочные продукты 69,1.11508,0.85836,0.25672,0.01,99.36,C
Мясо и мясопродукты,Мясо и мясопродукты 394,0.82253,0.56693,0.25560,0.01,99.37,C
Мясо и мясопродукты,Мясо и мясопродукты 477,3.25570,3.00016,0.25554,0.01,99.38,C
Мясо и мясопродукты,Мясо и мясопродукты 456,0.59497,0.34000,0.25497,0.01,99.39,C
Овощи и фрукты,Овощи и фрукты 177,0.75629,0.50140,0.25489,0.01,99.40,C
Молочные продукты,Молочные продукты 738,1.35772,1.10362,0.25410,0.01,99.41,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 313,1.30355,1.05061,0.25294,0.01,99.42,C
Овощи и фрукты,Овощи и фрукты 137,0.64925,0.39660,0.25265,0.01,99.43,C
Овощи и фрукты,Овощи и фрукты 138,0.52131,0.26880,0.25251,0.01,99.44,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 227,1.06901,0.81760,0.25141,0.01,99.45,C
Мясо и мясопродукты,Мясо и мясопродукты 161,0.54327,0.29301,0.25026,0.01,99.45,C
Молочные продукты,Молочные продукты 215,1.58343,1.33406,0.24937,0.01,99.46,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 51,0.97016,0.72106,0.24910,0.01,99.47,C
Мясо и мясопродукты,Мясо и мясопродукты 327,12.28976,12.04125,0.24851,0.01,99.48,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 288,1.96427,1.71640,0.24787,0.01,99.49,C
Мясо и мясопродукты,Мясо и мясопродукты 15,1.56644,1.31874,0.24770,0.01,99.50,C
Мясо и мясопродукты,Мясо и мясопродукты 298,0.66554,0.41790,0.24764,0.01,99.51,C
Молочные продукты,Молочные продукты 193,1.51768,1.27107,0.24661,0.01,99.52,C
Овощи и фрукты,Овощи и фрукты 332,2.07487,1.82861,0.24626,0.01,99.53,C
Производство,Производство 107,1.89053,1.64448,0.24605,0.01,99.54,C
Овощи и фрукты,Овощи и фрукты 53,0.59758,0.35316,0.24442,0.01,99.55,C
Овощи и фрукты,Овощи и фрукты 10,0.67521,0.43110,0.24411,0.01,99.56,C
Овощи и фрукты,Овощи и фрукты 304,0.82760,0.58500,0.24260,0.01,99.56,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 240,1.18907,0.94712,0.24195,0.01,99.57,C
Молочные продукты,Молочные продукты 271,0.93285,0.69105,0.24180,0.01,99.58,C
Мясо и мясопродукты,Мясо и мясопродукты 196,0.78077,0.53912,0.24165,0.01,99.59,C
Молочные продукты,Молочные продукты 519,1.95486,1.71424,0.24062,0.01,99.60,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 131,0.87013,0.63000,0.24013,0.01,99.61,C
Молочные продукты,Молочные продукты 218,1.31877,1.07949,0.23928,0.01,99.62,C
Овощи и фрукты,Овощи и фрукты 131,0.40398,0.16480,0.23918,0.01,99.63,C
Овощи и фрукты,Овощи и фрукты 303,0.66241,0.42332,0.23909,0.01,99.64,C
Овощи и фрукты,Овощи и фрукты 132,0.73885,0.50045,0.23840,0.01,99.65,C
Молочные продукты,Молочные продукты 302,0.92890,0.69070,0.23820,0.01,99.65,C
Молочные продукты,Молочные продукты 545,0.74897,0.51111,0.23786,0.01,99.66,C
Овощи и фрукты,Овощи и фрукты 318,0.55278,0.31500,0.23778,0.01,99.67,C
Овощи и фрукты,Овощи и фрукты 236,0.52335,0.28800,0.23535,0.01,99.68,C
Молочные продукты,Молочные продукты 321,0.82089,0.58575,0.23514,0.01,99.69,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 239,0.83036,0.59580,0.23456,0.01,99.70,C
Молочные продукты,Молочные продукты 8,1.25078,1.01744,0.23334,0.01,99.71,C
Молочные продукты,Молочные продукты 43,0.60557,0.37268,0.23289,0.01,99.72,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 248,1.86402,1.63122,0.23280,0.01,99.72,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 22,0.90271,0.67200,0.23071,0.01,99.73,C
Молочные продукты,Молочные продукты 224,1.36687,1.13785,0.22902,0.01,99.74,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 324,0.82679,0.59850,0.22829,0.01,99.75,C
Молочные продукты,Молочные продукты 156,1.02398,0.79710,0.22688,0.01,99.76,C
Молочные продукты,Молочные продукты 301,0.55794,0.33130,0.22664,0.01,99.77,C
Овощи и фрукты,Овощи и фрукты 104,0.61918,0.39256,0.22662,0.01,99.77,C
Молочные продукты,Молочные продукты 713,1.10095,0.87577,0.22518,0.01,99.78,C
Мясо и мясопродукты,Мясо и мясопродукты 218,0.52396,0.29902,0.22494,0.01,99.79,C
Овощи и фрукты,Овощи и фрукты 182,0.59000,0.36609,0.22391,0.01,99.80,C
Молочные продукты,Молочные продукты 513,0.59196,0.36900,0.22296,0.01,99.81,C
Овощи и фрукты,Овощи и фрукты 297,0.58310,0.36300,0.22010,0.01,99.82,C
Овощи и фрукты,Овощи и фрукты 121,0.34712,0.12744,0.21968,0.01,99.82,C
Молочные продукты,Молочные продукты 139,0.78279,0.56343,0.21936,0.01,99.83,C
Овощи и фрукты,Овощи и фрукты 2,0.56933,0.35405,0.21528,0.01,99.84,C
Мясо и мясопродукты,Мясо и мясопродукты 312,0.48495,0.27000,0.21495,0.01,99.85,C
Молочные продукты,Молочные продукты 602,0.56948,0.36026,0.20922,0.01,99.86,C
Овощи и фрукты,Овощи и фрукты 54,0.80410,0.59528,0.20882,0.01,99.86,C
Мясо и мясопродукты,Мясо и мясопродукты 280,0.53190,0.32350,0.20840,0.01,99.87,C
Молочные продукты,Молочные продукты 57,0.40375,0.19625,0.20750,0.01,99.88,C
Молочные продукты,Молочные продукты 557,0.54890,0.34335,0.20555,0.01,99.89,C
Овощи и фрукты,Овощи и фрукты 360,0.51306,0.30849,0.20457,0.01,99.89,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 208,1.55723,1.35450,0.20273,0.01,99.90,C
Молочные продукты,Молочные продукты 385,0.87605,0.67408,0.20197,0.01,99.91,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 209,1.07349,0.87255,0.20094,0.01,99.92,C
Молочные продукты,Молочные продукты 393,0.80076,0.60016,0.20060,0.01,99.92,C
Овощи и фрукты,Овощи и фрукты 151,0.56208,0.36150,0.20058,0.01,99.93,C
Производство,Производство 93,1.01449,0.81405,0.20044,0.01,99.94,C
Молочные продукты,Молочные продукты 343,1.25619,1.05652,0.19967,0.01,99.95,C
Производство,Производство 26,1.08273,0.88317,0.19956,0.01,99.95,C
Мясо и мясопродукты,Мясо и мясопродукты 217,0.59546,0.39616,0.19930,0.01,99.96,C
Молочные продукты,Молочные продукты 396,1.15591,0.95694,0.19897,0.01,99.97,C
Молочные продукты,Молочные продукты 120,0.87780,0.67963,0.19817,0.01,99.98,C
Молочные продукты,Молочные продукты 344,2.07308,1.87599,0.19709,0.01,99.98,C
Овощи и фрукты,Овощи и фрукты 237,0.38365,0.18756,0.19609,0.01,99.99,C
Овощи и фрукты,Овощи и фрукты 336,1.55923,1.36553,0.19370,0.01,100.00,C
Мясо и мясопродукты,Мясо и мясопродукты 454,0.55350,0.36193,0.19157,0.01,100.01,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 220,0.78163,0.59064,0.19099,0.01,100.01,C
Овощи и фрукты,Овощи и фрукты 329,0.30166,0.11072,0.19094,0.01,100.02,C
Молочные продукты,Молочные продукты 655,0.72297,0.53208,0.19089,0.01,100.03,C
Молочные продукты,Молочные продукты 562,0.47990,0.29000,0.18990,0.01,100.03,C
Молочные продукты,Молочные продукты 71,0.53028,0.34086,0.18942,0.01,100.04,C
Овощи и фрукты,Овощи и фрукты 187,0.49241,0.30300,0.18941,0.01,100.05,C
Овощи и фрукты,Овощи и фрукты 154,0.61035,0.42150,0.18885,0.01,100.05,C
Молочные продукты,Молочные продукты 516,0.51398,0.32600,0.18798,0.01,100.06,C
Молочные продукты,Молочные продукты 127,0.95481,0.76871,0.18610,0.01,100.07,C
Овощи и фрукты,Овощи и фрукты 299,0.47211,0.28700,0.18511,0.01,100.08,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 5,0.45384,0.27058,0.18326,0.01,100.08,C
Производство,Производство 94,0.81754,0.63432,0.18322,0.01,100.09,C
Овощи и фрукты,Овощи и фрукты 76,0.40317,0.22226,0.18091,0.01,100.10,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 229,0.86427,0.68607,0.17820,0.01,100.10,C
Овощи и фрукты,Овощи и фрукты 161,0.32497,0.14694,0.17803,0.01,100.11,C
Молочные продукты,Молочные продукты 310,0.68150,0.50400,0.17750,0.01,100.12,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 164,0.55293,0.37560,0.17733,0.01,100.12,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 205,1.13185,0.95568,0.17617,0.01,100.13,C
Овощи и фрукты,Овощи и фрукты 168,0.49315,0.31728,0.17587,0.01,100.14,C
Молочные продукты,Молочные продукты 209,0.45692,0.28208,0.17484,0.01,100.14,C
Овощи и фрукты,Овощи и фрукты 163,0.42308,0.24888,0.17420,0.01,100.15,C
Овощи и фрукты,Овощи и фрукты 75,0.49008,0.31600,0.17408,0.01,100.16,C
Мясо и мясопродукты,Мясо и мясопродукты 307,0.46834,0.29440,0.17394,0.01,100.16,C
Овощи и фрукты,Овощи и фрукты 283,2.98675,2.81325,0.17350,0.01,100.17,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 103,0.61783,0.44540,0.17243,0.01,100.17,C
Овощи и фрукты,Овощи и фрукты 305,0.48721,0.31500,0.17221,0.01,100.18,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 25,0.64378,0.47265,0.17113,0.01,100.19,C
Молочные продукты,Молочные продукты 90,0.61640,0.44570,0.17070,0.01,100.19,C
Мясо и мясопродукты,Мясо и мясопродукты 302,0.44694,0.27732,0.16962,0.01,100.20,C
Овощи и фрукты,Овощи и фрукты 292,0.44981,0.28200,0.16781,0.01,100.21,C
Овощи и фрукты,Овощи и фрукты 293,0.35294,0.18618,0.16676,0.01,100.21,C
Молочные продукты,Молочные продукты 386,0.84990,0.68335,0.16655,0.01,100.22,C
Производство,Производство 98,0.85667,0.69092,0.16575,0.01,100.22,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 252,0.64116,0.47543,0.16573,0.01,100.23,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 294,0.59725,0.43200,0.16525,0.01,100.24,C
Мясо и мясопродукты,Мясо и мясопродукты 499,0.66634,0.50216,0.16418,0.01,100.24,C
Мясо и мясопродукты,Мясо и мясопродукты 290,0.43796,0.27400,0.16396,0.01,100.25,C
Мясо и мясопродукты,Мясо и мясопродукты 308,0.41846,0.25500,0.16346,0.01,100.26,C
Производство,Производство 91,1.19448,1.03200,0.16248,0.01,100.26,C
Молочные продукты,Молочные продукты 280,0.73188,0.56988,0.16200,0.01,100.27,C
Молочные продукты,Молочные продукты 326,0.42595,0.26500,0.16095,0.01,100.27,C
Мясо и мясопродукты,Мясо и мясопродукты 102,0.41518,0.25433,0.16085,0.01,100.28,C
Молочные продукты,Молочные продукты 286,1.05961,0.89879,0.16082,0.01,100.29,C
Молочные продукты,Молочные продукты 564,0.35596,0.19540,0.16056,0.01,100.29,C
Молочные продукты,Молочные продукты 97,0.53288,0.37245,0.16043,0.01,100.30,C
Молочные продукты,Молочные продукты 397,0.52794,0.36802,0.15992,0.01,100.30,C
Молочные продукты,Молочные продукты 137,0.64987,0.49302,0.15685,0.01,100.31,C
Молочные продукты,Молочные продукты 44,0.39591,0.23958,0.15633,0.01,100.31,C
Молочные продукты,Молочные продукты 667,0.29988,0.14400,0.15588,0.01,100.32,C
Молочные продукты,Молочные продукты 353,0.79367,0.63801,0.15566,0.01,100.33,C
Мясо и мясопродукты,Мясо и мясопродукты 380,0.41957,0.26486,0.15471,0.01,100.33,C
Молочные продукты,Молочные продукты 40,0.84347,0.68904,0.15443,0.01,100.34,C
Мясо и мясопродукты,Мясо и мясопродукты 241,0.45952,0.30860,0.15092,0.01,100.34,C
Молочные продукты,Молочные продукты 11,0.82386,0.67299,0.15087,0.01,100.35,C
Овощи и фрукты,Овощи и фрукты 220,0.54505,0.39597,0.14908,0.01,100.35,C
Производство,Производство 48,0.72669,0.57766,0.14903,0.01,100.36,C
Производство,Производство 47,0.74360,0.59472,0.14888,0.01,100.37,C
Молочные продукты,Молочные продукты 699,0.76293,0.61431,0.14862,0.01,100.37,C
Производство,Производство 77,0.43332,0.28476,0.14856,0.01,100.38,C
Молочные продукты,Молочные продукты 212,1.01286,0.86496,0.14790,0.01,100.38,C
Мясо и мясопродукты,Мясо и мясопродукты 156,0.25666,0.10914,0.14752,0.01,100.39,C
Овощи и фрукты,Овощи и фрукты 170,0.44003,0.29490,0.14513,0.01,100.39,C
Мясо и мясопродукты,Мясо и мясопродукты 287,0.31893,0.17549,0.14344,0.01,100.40,C
Молочные продукты,Молочные продукты 211,0.71990,0.57665,0.14325,0.01,100.40,C
Молочные продукты,Молочные продукты 370,1.87379,1.73171,0.14208,0.01,100.41,C
Молочные продукты,Молочные продукты 390,0.95289,0.81265,0.14024,0.01,100.41,C
Мясо и мясопродукты,Мясо и мясопродукты 264,0.39498,0.25476,0.14022,0.01,100.42,C
Молочные продукты,Молочные продукты 442,0.61625,0.47628,0.13997,0.01,100.42,C
Молочные продукты,Молочные продукты 147,0.31188,0.17340,0.13848,0.01,100.43,C
Молочные продукты,Молочные продукты 579,0.59068,0.45241,0.13827,0.01,100.43,C
Овощи и фрукты,Овощи и фрукты 189,0.58175,0.44400,0.13775,0.01,100.44,C
Молочные продукты,Молочные продукты 552,0.36594,0.22890,0.13704,0.01,100.45,C
Молочные продукты,Молочные продукты 394,0.74381,0.60710,0.13671,0.01,100.45,C
Молочные продукты,Молочные продукты 597,0.48792,0.35192,0.13600,0.01,100.46,C
Молочные продукты,Молочные продукты 154,0.56791,0.43533,0.13258,0.00,100.46,C
Молочные продукты,Молочные продукты 528,0.61996,0.48760,0.13236,0.00,100.46,C
Молочные продукты,Молочные продукты 160,1.33768,1.20576,0.13192,0.00,100.47,C
Молочные продукты,Молочные продукты 113,0.28294,0.15108,0.13186,0.00,100.47,C
Овощи и фрукты,Овощи и фрукты 165,0.28098,0.15112,0.12986,0.00,100.48,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 12,0.52847,0.39862,0.12985,0.00,100.48,C
Производство,Производство 32,0.30349,0.17430,0.12919,0.00,100.49,C
Производство,Производство 85,0.26595,0.13770,0.12825,0.00,100.49,C
Мясо и мясопродукты,Мясо и мясопродукты 303,0.25799,0.13156,0.12643,0.00,100.50,C
Мясо и мясопродукты,Мясо и мясопродукты 373,0.37534,0.24911,0.12623,0.00,100.50,C
Мясо и мясопродукты,Мясо и мясопродукты 458,0.26998,0.14400,0.12598,0.00,100.51,C
Овощи и фрукты,Овощи и фрукты 208,0.23106,0.10514,0.12592,0.00,100.51,C
Овощи и фрукты,Овощи и фрукты 185,0.34095,0.21520,0.12575,0.00,100.52,C
Молочные продукты,Молочные продукты 217,0.79687,0.67212,0.12475,0.00,100.52,C
Молочные продукты,Молочные продукты 206,0.48693,0.36229,0.12464,0.00,100.53,C
Овощи и фрукты,Овощи и фрукты 44,0.34405,0.22000,0.12405,0.00,100.53,C
Производство,Производство 58,0.63594,0.51190,0.12404,0.00,100.54,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 293,1.30832,1.18476,0.12356,0.00,100.54,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 196,0.43788,0.31440,0.12348,0.00,100.55,C
Молочные продукты,Молочные продукты 389,0.53584,0.41283,0.12301,0.00,100.55,C
Молочные продукты,Молочные продукты 7,0.71393,0.59351,0.12042,0.00,100.55,C
Мясо и мясопродукты,Мясо и мясопродукты 514,0.27537,0.15504,0.12033,0.00,100.56,C
Овощи и фрукты,Овощи и фрукты 219,0.46950,0.35000,0.11950,0.00,100.56,C
Молочные продукты,Молочные продукты 119,0.60388,0.48550,0.11838,0.00,100.57,C
Молочные продукты,Молочные продукты 387,0.51495,0.39925,0.11570,0.00,100.57,C
Молочные продукты,Молочные продукты 371,1.01988,0.90471,0.11517,0.00,100.58,C
Молочные продукты,Молочные продукты 315,0.31495,0.20000,0.11495,0.00,100.58,C
Овощи и фрукты,Овощи и фрукты 78,0.39382,0.28000,0.11382,0.00,100.58,C
Производство,Производство 31,0.40039,0.28665,0.11374,0.00,100.59,C
Овощи и фрукты,Овощи и фрукты 262,0.52987,0.41800,0.11187,0.00,100.59,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 267,1.31806,1.20704,0.11102,0.00,100.60,C
Мясо и мясопродукты,Мясо и мясопродукты 349,0.39725,0.28656,0.11069,0.00,100.60,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 269,0.46281,0.35235,0.11046,0.00,100.61,C
Молочные продукты,Молочные продукты 383,0.68400,0.57420,0.10980,0.00,100.61,C
Мясо и мясопродукты,Мясо и мясопродукты 384,0.37798,0.26900,0.10898,0.00,100.61,C
Мясо и мясопродукты,Мясо и мясопродукты 33,0.17799,0.07348,0.10451,0.00,100.62,C
Мясо и мясопродукты,Мясо и мясопродукты 143,0.44218,0.33797,0.10421,0.00,100.62,C
Мясо и мясопродукты,Мясо и мясопродукты 214,0.36727,0.26335,0.10392,0.00,100.63,C
Мясо и мясопродукты,Мясо и мясопродукты 436,0.22197,0.11850,0.10347,0.00,100.63,C
Овощи и фрукты,Овощи и фрукты 7,0.21199,0.10900,0.10299,0.00,100.63,C
Производство,Производство 56,0.38598,0.28315,0.10283,0.00,100.64,C
Овощи и фрукты,Овощи и фрукты 276,0.53392,0.43145,0.10247,0.00,100.64,C
Мясо и мясопродукты,Мясо и мясопродукты 385,0.27198,0.17020,0.10178,0.00,100.64,C
Мясо и мясопродукты,Мясо и мясопродукты 423,0.42252,0.32208,0.10044,0.00,100.65,C
Овощи и фрукты,Овощи и фрукты 169,0.14499,0.04500,0.09999,0.00,100.65,C
Овощи и фрукты,Овощи и фрукты 107,0.23607,0.13623,0.09984,0.00,100.66,C
Овощи и фрукты,Овощи и фрукты 203,0.48969,0.39100,0.09869,0.00,100.66,C
Молочные продукты,Молочные продукты 95,0.37191,0.27364,0.09827,0.00,100.66,C
Овощи и фрукты,Овощи и фрукты 55,0.28632,0.18834,0.09798,0.00,100.67,C
Мясо и мясопродукты,Мясо и мясопродукты 178,0.16999,0.07208,0.09791,0.00,100.67,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 119,0.41176,0.31512,0.09664,0.00,100.67,C
Молочные продукты,Молочные продукты 213,0.72489,0.62867,0.09622,0.00,100.68,C
Овощи и фрукты,Овощи и фрукты 129,0.35697,0.26100,0.09597,0.00,100.68,C
Молочные продукты,Молочные продукты 41,0.51689,0.42108,0.09581,0.00,100.68,C
Молочные продукты,Молочные продукты 146,0.34382,0.24874,0.09508,0.00,100.69,C
Молочные продукты,Молочные продукты 588,0.54695,0.45198,0.09497,0.00,100.69,C
Мясо и мясопродукты,Мясо и мясопродукты 177,0.33728,0.24255,0.09473,0.00,100.69,C
Овощи и фрукты,Овощи и фрукты 206,0.19309,0.10000,0.09309,0.00,100.70,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 144,0.27190,0.18000,0.09190,0.00,100.70,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 149,0.32989,0.23837,0.09152,0.00,100.71,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 290,0.39281,0.30251,0.09030,0.00,100.71,C
Молочные продукты,Молочные продукты 214,0.57784,0.48840,0.08944,0.00,100.71,C
Производство,Производство 28,0.19778,0.10868,0.08910,0.00,100.72,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 2,0.44074,0.35220,0.08854,0.00,100.72,C
Производство,Производство 100,0.71164,0.62436,0.08728,0.00,100.72,C
Производство,Производство 60,0.43843,0.35125,0.08718,0.00,100.72,C
Молочные продукты,Молочные продукты 327,0.45040,0.36702,0.08338,0.00,100.73,C
Овощи и фрукты,Овощи и фрукты 191,0.20099,0.11796,0.08303,0.00,100.73,C
Молочные продукты,Молочные продукты 210,0.46994,0.38862,0.08132,0.00,100.73,C
Молочные продукты,Молочные продукты 349,0.70971,0.62886,0.08085,0.00,100.74,C
Производство,Производство 95,0.23996,0.15960,0.08036,0.00,100.74,C
